Subject #,Photo 1 - Label ,Photo 1 - Explanation ,Photo 2 - Label,Photo 2 - Explanation ,Photo 3 - Label,Photo 3 - Explanation ,Photo 4 - Label,Photo 4 - Explanation ,Photo 5 - Label,Photo 5 - Explanation ,Similar ,Similar why ,Any ,Any Why ,Additional info ,,
39,Yes,"There is a nightstand on both sides of the bed. Both sides have a small table, one that has a lamp,and one that has a bookcase and a lamp. Both are small and contain some small things one might need when they are in bed without getting out of the bed. The tables are small enough to fit things without being in the way.",Yes,"There is a small table in between the beds that would be a nightstand. On it is a phone and alarm which can be reached from either bed. These are both useful especially within arms reach of a bed. The nightstand is still small enough to not be in the way, but people can put other objects on it they need before going to bed.",Yes,"On the one side of the photo, there is a small table with a light and book on it. A nightstand is usually a small table next to a bed, where a person can put objects that they need for the morning or before they fall asleep. The lamp and book suggests that this person reads before falling asleep, but they don't want to get up and turn off the overhead lights. So the nightstand lets them put the lamp and book close by",No,"There are no nightstands in this image. A nightstand is usually in a person's bedroom, for placing small objects and necessities for the night. This is a restaurant, packed with tables used for eating. There are wine glasses and napkins,which one doesn't need at night, usually.",No,"The object in the photo is a sort of table/stand, but it is large and not next to a bed. It is a TV stand,because its purpose is to hold a TV. This stand can't be reached from a bed,and it is too big to not be given a large space by itself. It has nothing one needs for bedtime,either.",Neutral,"I feel like the computer was getting confused between nightstand and other tables. I think I explained well enough, but I am not sure.",Neutral,The computer seemed to be having trouble with the nightstand vs table arguement,Not sure. I think just knowing the difference between a table by your bed and a table doing anything else.,,
40,Yes,"yes in fact, there are two nightstands present on either side of the bed. these are small tables that are able to hold small personal items so that they are available to whoever may be sleeping in the bed.",Yes,a nightstand is a small bedside table for keeping personal items near you while you sleep. this small table next to the bed fits this description.,Yes,yes again there is a nightstand in this photo. there is a small table with a lamp on it that could hold small personal items and its right next to the bed. there is also a desk in the photo which shouldn't be confused with the nightstand.,No,these are tables in a restaurant. there is no bed present. these tables are for eating food in a dining setting. there is no table next to a bed,No,"this is not a nightstand. its isn't near a bed. it holds a tv and other electronics. this is a shelf or tv stand. a nightstand needs to be near a bed, and be a small table or shelf to hold personal items.",Agree,I think its a fairly straightforward checklist to follow. small table next to a bed that can hold personal items while someone sleeps,Agree,yes for most cases I think the computer would be able to evaluate if the necessary conditions were to be met to identify a small table next to a bed,one scenario that might be difficult to try to describe or have the computer identify a nightstand when it is just on its own. say you were purchasing a nightstand at a store. would need to help identify what makes something usable as a nightstand on its own.,,
41,Yes,There are two nightstands near the head of the bed on each side. They are small wooden tables on which lamps are placed for easy access from the bed.,Yes,The nightstand is between the two beds. It is a small wooden table on which items are found that are convenient to reach for while lying in bed. A clock and a phone are the nightstand.,Yes,There is a nightstand on the left side of the bed. It is a small table on which a lamp sits. It is always found next to a bed.,No,This is a restaurant and not a bedroom where a nightstand would be found. It is the wrong location. A nightstand is next to a bed.,No,There is no bed where a nightstand would be next to. A night stand is next to a bed.,Agree,I explained where a nightstand would be found and a brief description of it.,Agree,"I explained where to look for a nightstand, next to a bed.",Make sure to say that it is always found at the head of the bed and may be on either side or there could also be one on each side of the bed.,,
42,Yes,"Well, there is a bookshelf on one side and a night stand on the other. The bookshelf is not a nightstand. The nightstand usually has four legs, but not always. A night stand usually has a drawer. There is a lamp on it.",Yes,I looked to the left and right. I looked at the beds. Then beside the beds. I looked at the light and there is a phone on the stand and a clock radio. So that is a nightstand. There is a drawer. It is wooden.,Yes,"Well, I looked to the right and saw a desk. Then I looked to the left and saw a lamp. That is a good sign of a nightstand. Then there were books on it. Definitely a nightstand.",No,There is no nightstand. I looked and saw a bunch of tables. This is a restaurant. They don't usually have nightstands. Then I looked at what could be a nightstand but it is a fireplace. A fireplace can be used to display things on the mantle but it is not a nightstand.,No,I looked at the area. There is a tv. It is a living room. There are usually no nightstands here. Nightstands are usually by a bed. This could be a bedroom but these are shelves and not nightstands.,Agree,"I told the computer where you find nightstands, what they look like, where they would be, and what might be on them.",Neutral,Maybe. I don't know. That is a lot of images to consider but they might have a good enough idea in order to decide.,I think I covered it best I could.,,
43,Unsure,This image is nightstand or not.,Yes,This image is very nightstand .,No,This the image is not nightstand .,No,The photo is not nightstand .,Unsure,Maybe this image is nightstand or not.,Disagree,The images is not similar.,Agree,The photo is nightstand or not.,No additional information.,,
44,Yes,There's a bed in the picture and to either side there are small tables. Those are nightstands.,Yes,There is a table between the two beds and I would consider that to be a nightstand.,Yes,"A nightstand is a small table next to a bed. It usually comes in a pair. In this photo, there is a black nightstand on the left side of the bed (or the right side if you're in the bed).",No,"This is a restaurant. There are no beds in the photo, so there can't really be a nightstand in the photo either. If there was a nightstand, it would be pretty out of place.",No,"There's no bed in the picture. If there's no bed, there's probably not a nightstand.",Agree,I think that finding an object in a photo is easier than deciding if a photo shows a concept.,Agree,"If the computer can understand me, I think I gave it a pretty good rule for determining if there's a nightstand in a picture.","Well, I guess I missed out that you can have a photo of just a nightstand, so if the computer saw that it would not say that the picture had a nightstand in it. I guess I'd show the computer a picture of just a nightstand.",,
45,Yes,"Yes, that is a good choice - we not only see nightstands but also nightstands lamps.",Yes,Yes. Computer is going in the right direction. We see nightstand next to a bed. Lamp on the nightstand is nicely dimmed.,Yes,It is a good example of nightstand. Old fashion bed with a nightstand next to it with lamp on it and gadgets used by people right before sleep - like book.,No,"This is a worst choice. I don't see anything that can be called ""nightstand"". There is a fireplace with things on it, but nightstand is usually a piece of furniture that looks like small desk next to a resting area like bed.",Unsure,I don't think this would be a good choice. Not sure if what we see is actually a nightstand. Looks too modern.,Agree,There was a potential to correctly explain what a nightstand is - to a computer.,Agree,I think I wrote useful clues for the computer to make better choices in the future.,no comments here,,
46,Yes,"there are two nightstands, one on each side of the bed. Both have lamps on top of them. One is also being used as a bookshelf. I know these are night stands because they are next to the bed and have lamps so someone can see when it is dark.",Yes,"The nightstand is between the two beds. There are lights above it and it has an alarm clock and phone on it. It is brown in color and has one draw. Clue: nightstands usually have an alarm clock on top of the nightstand.
 :",Yes,tHE NIGHTSTAND IS AT THE CORNER OF THE ROOM NEXT TO THE BED. IT IS BROWN IN COLOR AND IT HAS A LAMP AND BOOKS RESTING ON THE TOP.,No,"Nightstands are found in bedrooms where people sleep. There is no nightstand in this photo because this is a dining room where people eat, not sleep.",No,"the information I used was the fact that this room has a large TV, entertainment center, and drums. This is not found in most bedrooms where a nightstand would be present.",Agree,I did my best. The only mistake I made was in the first two pictures I neglected to state why I felt it was a bedroom but my explanations should be clear enough to teach the computer.,Agree,I described the nightstands.,The only mistake I made was in the first two pictures I neglected to state why I felt it was a bedroom,,
47,Yes,There is a small table next to the bed. This is referred to as a night stand.,Yes,There is a small desk in between these two beds. This has a lamp on it and is used for putting things on before bed.,Yes,There is a small desk next to this bed. This is a night stand.,No,"This is a dining hall, not a bedroom. Usually night stands are small desks that go next to a bed in a bedroom.",No,There is no bed or bedroom-like room. Night stands typically go in the bedroom. This is a living room.,Agree,I think I covered everything having to do with night stands. There is not much to describe overall.,Agree,"I think I made the difference between piece of furniture, coffee table and night stand.",I can't think of anything.,,
48,Yes,There is a small table with legs near the bed. It has a lamp on it. It is a nightstand.,Yes,"There is a nightstand in the center that has a lamp, clock, and phone on it.",Yes,There is a small stand that has a lamp and books on it.,No,"These are chairs, tables, and a fireplace in a restaurant.",No,These desks hold entertainment products in the center of the room. A nightstand is a small table near a bed.,Agree,Defined a nightstand,Neutral,It can't see what a nightstand is exactly.,"Context of the picture (bed, etc)",,
49,Yes,"A nightstand is usually wooden and sits next to the bed against a wall. A nightstand is 24-36 inches tall and lamps, cellphones, and other things are placed on top of them.",Yes,"People place household items on a nightstand like lamps, telephones, and clock/radios.",Yes,"Sometimes, a nightstand is small enough to fit into a tight corner. Notice how a lamp sits on top of it.",No,A nightstand is usually only located in a bedroom. They are normally not found in dining areas.,No,General living areas are not spaces where nightstands are found. Different storage management is needed for this room.,Agree,I thought I accurately described what a nightstand is and is not from the photos that were provided.,Agree,I taught the computer where a nightstand is located and what its general function serves.,One thing I failed to mention to the computer about nightstands is they some nightstands have drawers that open and close that are used to store smaller items like books or documents or other personal items.,,
50,Yes,A nightstand is usually near a bed and there is a bed here. There's also furniture that could be considered a nightstand.,Yes,Nightstands are near beds. There is furniture near the beds and it looks like a nightstand.,Yes,A nightstand is usually near a bed. There is a bed here and furniture that appears to be a nightstand.,No,This is a dining room. There are no nightstands in dining rooms.,No,I see an entertainment center. A nightstand is usually near a bed. There is no bed in this photo.,Agree,I provided details about where nightstands are and are not.,Agree,"Still don't see difference in this questions from one above, but I provided details about where nightstands are located and where they are not located.",Furniture industry specs?,,
51,Yes,Identifying the bed is helpful. This one is the same height of the bed. You can see it stands on long narrow 'legs' of wood. There is also a socket (the rectangular beige shape ) under the nightstand. This is useful to plug the lamp into. And there is a lamp present.,Yes,"First you should look for a bed. A bed is usually rectangular, its surface about two feet above the floor.
 And almost always has two smaller rectanglular objects on it at one end. Ifyou found the bed look on each long end of the bed and a nightstand is almost always there. Its sometimes brown or black mostly. Its surfaces stands just a few inches higher than the bed. The surface is hard, reflective and also usually has a Lamp on it.",Yes,"Beside a bed I see only part of the rectangular shape that is the nightstand. It is dark, somewhat reflective (the lamps base mirroring on its surface) and has a lamp on top.",No,There is no bed so the chance of it being a nightstand in a image is very low. Go with those odds computer! These are tables in the image- they have no lamps. The wine glasses are also a clue that these are not nightstands.,No,If its not beside a bed it is likely not a nightstand. These are just shelves not nightstands.,Strongly Agree,Because the computer now knows which objects it should look for in the room that may have a nightstand. I also described a nightstand for the computer.,Agree,I think so. Because he can recognize its a bedroom if theres a bed in the room then continue till he sees bedside furniture and a lamp on top of it.,That it may have a drawer or two. That it can be other colors. Other objects may be on top of it.,,
52,Yes,The nightstand is a small table located next to the bed. It usually has a lamp on it.,Yes,"Although this appears to be a hotel room, there is still a small table located between the beds with a lamp on it and a clock.",Yes,This is a picture of a bedroom and there is a nightstand next to the bed with a lamp on it. That is where nightstands are located - next to the bed in a bedroom.,No,"This is a picture of a dining room. A nightstand is located in a bedroom, not a dining room.",No,There is no nightstand in this room because it appears to be a picture of a living/family room. A nightstand is located in a bedroom next to the bed and there is no bed in this picture.,Agree,I explained that a nightstand is located in a bedroom next to the bed and what it usually has on it.,Neutral,"I did not receive any feedback on how the computer was learning, so I'm not sure if it would be able to distinguish any type of image.",I'm not sure.,,
53,Yes,There is a bed in the picture. There is a nightstand to the right of the bed. It is brown. There is a lamp on it. There is also a nightstand to the left of the bed. There is a lamp on it.,Yes,"There are two beds in the picture. The nightstand is in between the two beds. It is brown. There is a lamp, a phone, and a clock on the nightstand.",Yes,There is a bed in the picture. It is the big blue object in the center of the picture. The nightstand is the piece of furniture to the left of the bed. It is black. It has books and a lamp on it.,No,There is no bed in the picture. A bed is a large rectangular cushion. A nightstand goes next to a bed. There is no bed.,No,There is no bed in the picture. There is no bed for the nightstand to go beside.,Neutral,I do not know if I thoroughly taught the computer about how to identify a bed. The presence of a bed was the main factor I used to determine if there was a nightstand. If the computer knows what a bed is it can make a good guess.,Neutral,A nightstand could be present with no bed. I did not have that example to feed to the computer.,I need to teach it what a bed is. I might need to explain more thoroughly what a nightstand is.,,
54,Yes,A nightstand is typically next to a bed and often has a lamp or alarm clock on it. This photo has two nightstands. Both of which are next to the head of the bed and have lamps on them .,Yes,There is one nightstand between the two beds. It has an alarm clock on it and a light above the nightstand. It is at the head of the bed against the wall.,Yes,This is were you would typically see a nightstand. It is at the head of the bed in the corner of the room. It has a lamp on it and also a book. This is they typical room and placement for a nightstand.,No,There is nothing in the photo that would represent a nightstand nor would you expect to see a nightstand in a restaurant. This is not a typical place for a nightstand. There is a mantle and a fireplace and many dining tables.,No,A nightstand is apiece of equipment you are most likely to see in a bedroom. There are several bookshelves in the photo but not a nightstand.,Agree,I feel I have defined proper room and placement for a nightstand.,Agree,I feel I defined what a nightstand is and its basic function,I have taught the computer not to look for a nightstand in specific settings.,,
55,Yes,This is a bedroom with a table right next to the bed containing a lamp on each side. They are both considered nightstands. One even is filled with books.,Yes,"This is a hotel room with two beds in it. Between the beds is a small table with an alarm clock, light and telephone. This is a nightstand between the two beds.",Yes,There is a bed present and it looks like a bedroom. Directly next to the bed is a lamp and a few books on a table that is a nightstand.,No,"There cannot be a nightstand here because it's not a bedroom, it's a dining room of a restaurant with no nightstand present but tables to dine at.",No,"There is no bed in the picture, nor is it a bedroom, so there can't be a nightstand present.",Strongly Agree,I've explained in detail what a picture will contain when a nightstand is possibly present then described the nightstand.,Strongly Agree,"I taught the computer the correct room and the markers present to identify a nightstand such as a lamp, books, alarm clock.",I think I taught it everything it needs to identify a nightstand.,,
56,Yes,I based upon the bed and saw two night stands beside it. Usually a bed has a night stand beside it.,Yes,I looked for the beds to see if there was a nightstand beside it which it was with a phone and clock sitting on top of it.,Yes,Looks like one on the left side of the bed. Most people put nightstands beside their bed.,No,There is no night stand because that is a restaurant with tables and chairs. This is not a home it is a restaurant.,No,I looked around the home for a bed that usually have a nightstand beside it. I can see that this is a living room that includes a television and entertainment center.,Strongly Agree,I explained how the pictures did and did not have nightstands.,Strongly Agree,I told them what to mainly look for when looking for a nightstand in a picture.,I could of told them how it looked and the size of a nightstand.,,
57,Yes,Nightstands are always on both sides of a bed. They can be a table for putting things on and sometimes there are books and lamps for reading and relaxing.,Yes,There is a nightstand. The nightstand is in between two beds with a lamp for viewing and a clock. The nightstand is shared by people as they retire to bed. They have something to place items on if needed.,Yes,There is a small table next to the bed with a lamp on it indicated that it is a nightstand. Nightstands usually have a lamp on it and articles that are needed or used while a person is in the bed.,No,This is not a nightstand. These tables are not next to a bed. These tables are designed for dining as there are glasses and placesetting on the table. There also chairs for sitting.,No,A nightstand is usually nest to a bed. The stands in the picture are not next to a bed. They are next to a TV for entertainment and viewing purposes.,Strongly Agree,I described where the nightstand should be and what should be on it. I also described what a nightstand is used for.,Strongly Agree,"I have described where a nightstand is found, that is next to a bed. I have identified locations where tables or shelves are not nightstands.",Rooms that do not have a bed or a resting area for sleeping cannot have a nightstand.,,
58,Yes,There are two nightstands in this image. A nightstand is a small table next to a bed. In this image there is a nightstand on both sides of the bed.,Yes,There is a nightstand in this image. A nightstand is a small table next to at bed and usually holds a light. The nightstand is placed between the two beds in this image.,Yes,A nightstand is the small table next to the bed. A nightstand may have a small reading lamp on it. There is a nightstand next to the bed.,No,"A nightstand is a small table next to a bed. There is no bed, nor any small tables in this image. There is not a nightstand in this image.",No,A nightstand is a small table that is next to a bed. There is no bed in this image so none of the stands would qualify as a nightstand.,Strongly Agree,I have given the computer the parameters of what constitutes a nightstand and where a nightstand would be placed.,Strongly Agree,"I have given the computer the definition of a nightstand, its placement in the home and the qualifications for a nightstand.",Nightstands come in various sizes and shapes and the computer may not recognize a larger nightstand even if placed next to a bed.,,
59,Yes,A desk next to a bed.,Yes,Seeing two beds and a light.,Yes,A desk next to a bed or tv.,No,Not Applicable.,Yes,A desk next to a bed or tv.,Strongly Agree,It just made sense to me.,Strongly Agree,It just made sense to me.,Not applicable.,,
60,Yes,There is a small table next to the bed. It has a table lamp on it.,Yes,"There is a small table between two beds, with a lamp, a phone and an alarm clock on it.",Yes,"This is a photo of a bedroom. There is a nightstand in the corner of the room, next to the bed. The nightstand has a small table lamp and a couple of books.",No,"This is a photo of a restaurant dining room. This is not a photo of a bedroom. Each table in this photo has a white tablecloth, glasses and napkins on it.",No,This is a photo of an entertainment section of a room. There is no bed or nightstand in this photo.,Neutral,I'm not sure if I've taught the computer well enough for it to identify in the future.,Neutral,I'm not sure if I've taught the computer well enough for it to identify in the future.,Nightstands are usually found next to a bed.,,
61,Yes,It is because you can see them next to the bed. The height and smaller size is a good indicator that it is a night stand.,Yes,It is next to a bed and it height and location is where one should be. It has a lamp and storage for very small items one would use while laying in bed.,Yes,Yes it is. I can see it next to a bed and it has a lamp on it and a book. It would be in this location for no other reason.,No,It is clearly seating for dining. There is no bed and the height and size of the table make it clear.,No,The size and placement are the main indicators. It having a television is also good because one would not be located on a night stand.,Agree,"Because I defined the shape,size and area one would be located.",Agree,Because it should understand that a small table like object next to bed would likely be one. I identified common objects that are place on them like books and lamps.,Nothing I can think of.,,
62,Yes,I first recognized this room as a bedroom due to the bed and dressers. A night stand can usually be seen at either side of a bed. I see there is something on the right side of the bed with a single drawer. This is a night stand. A place to put items you need handy.,Yes,This room is clearly a bedroom due to both beds. If you look in the middle of the beds you will not a night stand. It has a lamp above it and an alarm clock resting on it. This night stand features a single drawer. I was able to differentiate this from just a regular table due to its size and placement.,Yes,I also noticed this was a bedroom due to the bed. Notice the nightstand is positioned beside the bed as we discussed earlier. The nightstand usually has drawers and a surface on top to place things. People often have a lamp or clock/alarm on the nightstand.,No,I used context of the room initially to help me identify if a nightstand is likely to be here. Night stands are usually in bedrooms. Look for a bed and dresser. Then I looked for the nightstand itself. It is a smaller version of a dresser with usually two drawers with handles.,No,I again looked around to determine what sort of room this is. It appears to be a living room of some sort. This would usually not contain a night stand. I also looked for the stand itself. There is a bookshelf and TV stand but no night stand.,Agree,I feel I have given the computer an excellent basis for knowing when it is likely and unlikely for a nightstand to be present. I have also given clues as to where this item is usually located. I think the computer should also know what a nightstand looks like. I tried to teach it how to differentiate the nightstand from similar furniture.,Agree,In giving the robot information on how this furniture is used I think it may have a better understanding of its purpose. With this information I think it would be able to realize if something is placed and used in a way that matches the concept of night stand.,It may need more information on what makes a nightstand different from a table.,,
63,Yes,"There are two nightstands, one each on either side of the bed. The one on the left doubles as a small bookcase, while the one on the right is a traditional nightstand table, with optional drawer. There are usually small table lamps on nightstands as well.",Yes,"This is a shared nightstand, likely in a hotel room. While not strictly a bedroom, it does have a small table between the two beds, which would suggest it being a nightstand.",Yes,"There is a nightstand next to this bed, in a bedroom setting. It has a small table lamp on it, along with a couple of books, typically read before bedtime.",No,"A nightstand is a table, but it is typically in a bedroom setting, usually next to a bed. This is a dinning room, therefore, not a night stand.",No,"This is a television stand, surrounded by a media rack and a decorative table. There is no bed in the image, therefore it is not a nightstand.",Agree,"I explained that the most common concept for a nightstand is being next to a bed, and while there were several examples for tables, only the ones that were next to beds in a bedroom like setting would be considered nightstands.",Agree,"With the exception of the hotel room, I feel like I explained the concept properly and what to look for in an image.",I believe I explained everything I could about the concept of a nightstand.,,
64,Yes,There is a nightstand on both sides of the bed. They are holding lamps.,Yes,"The object between the beds is a nightstand. It has a drawer and holds a lamp, clock and phone.",Yes,There is a nightstand next to the bed. It is used to hold a lamp and some books,No,This is a restaurant. Nightstands are typically in bedrooms.,No,There is no nightstand. Nightstands are usually next to a bed and has drawers,Agree,I feel like I described it well.,Agree,I described what the nightstand was and what was on it,none,,
65,Yes,A nightstand is a piece of furniture typically found in a bedroom near a bed. It is usually short and flat with four legs. Often these pieces of furniture will include a drawer for storing things. Often people will place a light or a clock on top of them for access while in bed.,Yes,The picture has a nightstand in between both of the beds pictured. In this case the picture is of a hotel room and has two beds sharing a nightstand. You will notice that there is a lamp and alarm clock found on the nightstand. Nightstands are often found in hotel rooms as a hotel room is very similar to a bedroom. Also notice the height of the nightstand as it allows for people to store and reach things from their bed.,Yes,"In the picture shown there is a nightstand to the left of the bed. It is a nightstand because it is found in the bedroom, and is of a similar height to the bed next to it. Also you will notice that books and a lamp are placed on it for access while the person is in bed.",No,"There is no nightstand in this picture as the picture is of a dining area with tables you would eat off of. A nightstand is always found in a bedroom next to a bed. Also a nightstand is typically short as it only needs to be reachable from the height of a bed. In addition, a nightstand typically does not have a table cloth on it.",No,"A nightstand is not in the picture shown. The pieces of furniture shown are shelves for storing things. While a nightstand has a similar purpose, it is only found in the bedroom next to a bed. The area shown in the picture appears to be someone's living room or den which does not contain a bed. The entertainment center in the center of the picture is for holding media or electronics and is much larger than a nightstand would be.",Agree,I tried to describe each picture as to why the pieces of furniture where either a nightstand or not. I emphasized the location the picture was of to show that nightstands are found in bedrooms near beds. Just this fact helps to narrow down why a nightstand would or would not be shown in the picture. Also I explained the size and purpose of a nightstand.,Agree,"I gave a somewhat detailed description of what a nightstand is, how it is used, and what room in a house or hotel it might be found in. If the computer is able to understand context of the room they are viewing then the task should be relatively easy. I also emphasized the fact that nightstands are found next to beds and are made in a way so as it is easy to reach something placed on one while still in the bed.",I did not get into specifics on colors or designs of nightstands. There are a few other pieces of furniture found in bedrooms that may be somewhat similar but not be a nightstand. I think I was general enough in my explanation that it shouldn't mistake something for a nightstand when its not.,,
66,Yes,I checked the image for furniture. Then I checked for a small square table next to a bed and if it had a lamp or phone on it.,Yes,"I checked the image for furniture, and then checked to see if there was a small, square table and if it was next to a bed with objects like a clock or a phone on it.",Yes,I checked the image for furniture and then checked to see if there was a small square table that was next to a bed and if the table had things like lamps or books on it.,No,"I looked to see if the image had any furniture in it. If it had furniture, were they a table. If it was a table, was it a small square table next to a bed.",No,"I checked the image for furniture, then I checked to see if any of the furniture was a small square table next to a bed.",Strongly Agree,"I feel that if the computer can identify furniture that is next to a bed, like a square table with certain objects on it it can tell if it is a nightstand",Strongly Agree,"If the computer can identify a small, square table with a lamp or phone or books on it, then it can check to see if there is also a bed.",Sometimes the image might not have any other clues like a bed or lamp/phone/books. Also sometimes a nightstand might be round instead of square.,,
67,Yes,"If I look by the bed and see a small desk,usually with a lamp on it, I automatically know that it is a nightstand.",Yes,"If I look by the beds and see a small desk, I automatically know that it is a nightstand.",Yes,"If I look by the bed and see a small desk, I automatically know that it is a nightstand.",No,"As a human, I know that normal tables are not the same as a nightstand. Also,nightstands are primarily in bedrooms.",No,"There is no small desk here. This is a table, not a nightstand.",Strongly Agree,It is a simple concept to understand that I feel I explained well.,Neutral,"There were not as many non-nightstands as there were nightstands, so I feel I did not explain too well.",How to correctly classify the function or size of a nightstand vs a regular table,,
68,Yes,I see two nightstands to the left and right of the bed,Yes,There is a night stand between the beds,Yes,I looked to the left of the bed and saw a nightstand,No,I cannot see a nightstand,No,As far as I can see there is no nightstand,Agree,i was accurate and specific,Agree,i did well in describing,im not sure,,
69,Yes,In this photo you can see two nightstands. The small stands near the bed in the bedroom which contain lamps would be nightstands.,Yes,"A nightstand is usually in a bedroom, a lamp sits on it and its usually by a bed. All those things are happening in this photo, so a nightstand is in this image.",Yes,"A nightstand is in this image. You can see this is in a bedroom judging by the bed, and also a lamp is resting on the nightstand directly by the bed.",No,"This photo does not contain a nightstand, this picture is not in a bedroom, this is a dining room with eating tables around. A nightstand appears usually in a bedroom by a bed.",No,"There are plenty of stands in this room, but a nightstand is usually in a bedroom, and usually contains a small lamp or is next to a bed. None of that is occurring here.",Agree,I explained things clearly.,Agree,I gave certain things that would be in a standard nightstand picture that would be helpful in future pictures.,I dont think I left anything out.,,
70,Yes,There are two nightstands in this image. They are small tables and placed on the side of the bed. They both hold small lamps as is the case with many nightstands.,Yes,There is a nightstand in between the beds in this image. It is a small stand or table placed next to a bed. There is a small light on this nightstand.,Yes,A nightstand is a small table that is placed next to a bed. It may has a small reading light on it.,No,There are no nightstands in this image. There is no bed and a nightstand is placed next to a bed. A nightstand is also a very small table and these are larger tables.,No,"Although there are several stands in this image, none of them are nightstands. A nightstand is placed next to a bed. There is no bed in this image and no nightstands.",Strongly Agree,I have clearly set out specifications on what is and what is not a nightstand. A nightstand will be placed next to a bed.,Strongly Agree,The computer has a clear direction of what defines a nightstand: small table or stand next to a bed.,none,,
71,Yes,"There are two nightstands in this photo, one on each side of the bed. Nightstands are tables. Note that they both ""nightstands"" have lamps on them. And nightstands are not usually bulky pieces of furniture, and neither of these things I'm calling nightstands are bulky.",Yes,"There are two beds in this photo and a table sits between those beds. That table is a nightstand. This nightstand has a lamp on it, but also an alarm radio and a phone: those are additional uses for a nightstand.",Yes,"The object to the left (your left, robot) is a nightstand. See the lamp on it? The nightstand also has what appears to be books on it, which is another use for a nightstand.",No,All the tables in this photo are for eating food. See the glasses and silverware on them? Those are for eating food. There is no nightstand shown in this photo.,No,"Robot, a ""nightstand"" is usually beside a bed or sometimes a chair, and very often has a lamp on it. There are no such objects in this photo.",Agree,"I explained the uses for a nightstand, where such nightstands were usually located, and what objects might be found on nightstands",Agree,"Because I think I covered all the important points having to do with nightstands: where they are found, and the purposed to which they are put.",I can't think of any.,,
72,Yes,This image has two small tables (nightstands) with lamps on them near a bed.,Yes,"There is a small table near two beds with small objects on the table. It has a lamp on the table, a ordinary common object on nightstands.",Yes,The nightstand is used by humans near the bed at night. It's a small table only big enough to fit small objects on.,No,A night stand is a small table only big enough to fit small objects on. There is no chair needed with a nightstand.,No,"This image does not have a small table or a bed. It does have multi shelf stands, but these objects are not a tables.",Strongly Agree,,,,,,
73,Yes,There is a small table next to a bed indicating that it is a nightstand.,Yes,There is a single nightstand between two of the beds. It is a small table with a lamp.,Yes,There are tables on the sides of the bed. The tables are small and are on the sides of the bed.,No,There are only dinner tables in this photo and no nightstand. There are no small cabinets or beds around for it to be a nightstand.,Unsure,There are small stands around that could be used as nightstands but there are no beds present. This is in a living room and not a bedroom.,Agree,,,,,,
74,Yes,There is a bed in the room. The stand is right next to the bed. The stand has a lamp on it,Yes,There is a peice of furniture between two beds. It has a lamp on it. It has a clock on it. It has a telephone it,Yes,There is a bed in the room. A piece of furniture is right next to the bed. It has a lamp on it.,No,The area is a restaurant. It has no beds. No one sleeps here. There are tables for eating,No,There are no beds near by. The stand has a big tv on it. its surrounded by dvds and games,Agree,,,,,,
75,Yes,Night stands usually have tall legs as seen here. They often have a single drawer as seen here. Night stands are usually next to beds and against a wall as seen here.,Yes,"This piece of furniture is a night stand. It is about the same height as the beds and has a single drawer with a lamp on top, like many nightstands. An alarm clock can be found on this nightstand, which is also typical.",Yes,"There is a small black piece of furniture next to a bed. Nightstands are typically next to beds. This piece of furniture has a lamp on it, which is typical of a night stand.",No,"Chairs don't fit under night stands. This furniture is much larger than a typical nightstand. These are dining tables. Nightstands are not usually covered with a cloth, and they typically don't have dining utensils on them.",No,None of this furniture is in a bedroom and is shelved. Nightstands are typically not shelved as such. Nightstands are usually found next to a bed.,Neutral,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
